Moive_ID,Movie Rating,Duration,Gross_M,Worldwide LT Gross,Metascore,movie_age,Actionn,Comedy,Drama,Romance,Horror,Sci_fi,Family,Vote_Catg
Bruce Almighty_2003,6.8,101,242,484592874,46,20,0,1,0,0,0,0,0,Adequate
Rio_2011,6.9,96,143,483866518,63,12,0,1,0,0,0,0,0,Adequate
Saving Private Ryan_1998,8.6,169,216,482349603,91,25,0,0,1,0,0,0,0,High
Rise of the Planet of the Apes_2011,7.6,105,176,481800873,68,12,1,0,1,0,0,1,0,Adequate
Home Alone_1990,7.7,103,285,476684675,63,33,0,1,0,0,0,0,1,Adequate
Hotel Transylvania 2_2015,6.6,89,169,475186706,44,8,0,1,0,0,0,0,0,Adequate
Star Wars: Episode VI - Return of the Jedi_1983,8.3,131,309,475106177,58,40,1,0,0,0,0,0,0,High
Charlie and the Chocolate Factory_2005,6.7,115,206,474968763,72,18,0,1,0,0,0,0,1,Adequate
Indiana Jones and the Last Crusade_1989,8.2,127,197,474171806,65,34,1,0,0,0,0,0,0,Adequate
Jaws_1975,8.1,124,260,474141300,87,48,0,0,0,0,0,0,0,Adequate
San Andreas_2015,6.1,114,155,474009154,43,8,1,0,0,0,0,0,0,Adequate
It Chapter Two_2019,6.5,169,211,473122525,58,4,0,0,1,0,1,0,0,Adequate
Wreck-It Ralph_2012,7.7,101,189,471222889,72,11,0,1,0,0,0,0,0,Adequate
Godzilla vs. Kong_2021,6.3,113,100,470067014,59,2,1,0,0,0,0,1,0,Adequate
The Hangover_2009,7.7,100,277,469328079,73,14,0,1,0,0,0,0,0,Adequate
The Lego Movie_2014,7.7,100,257,468266122,83,9,1,0,0,0,0,0,0,Adequate
Bumblebee_2018,6.7,114,127,467989645,66,5,1,0,0,0,0,1,0,Adequate
Star Trek Into Darkness_2013,7.7,132,228,467365246,72,10,1,0,0,0,0,1,0,Adequate
The Matrix_1999,8.7,136,171,467222728,73,24,1,0,0,0,0,1,0,High
Gladiator_2000,8.5,155,187,465380802,67,23,1,0,1,0,0,0,0,High
Pretty Woman_1990,7.1,119,178,463406268,51,33,0,1,0,1,0,0,0,Adequate
Cars_2006,7.2,117,244,461991867,73,17,0,1,0,0,0,0,0,Adequate
Ba bai_2020,6.7,149,0,461421559,64,3,1,0,1,0,0,0,0,Low
X-Men: The Last Stand_2006,6.6,104,234,460435291,58,17,1,0,0,0,0,1,0,Adequate
National Treasure: Book of Secrets_2007,6.5,124,219,459242249,48,16,1,0,0,0,0,0,0,Adequate
Lucy_2014,6.4,89,126,458863600,61,9,1,0,0,0,0,1,0,Adequate
Mission: Impossible_1996,7.1,110,180,457696391,59,27,1,0,0,0,0,0,0,Adequate
300_2006,7.6,117,210,456082343,52,17,1,0,1,0,0,0,0,Adequate
The Last Samurai_2003,7.8,154,111,454627263,55,20,1,0,1,0,0,0,0,Adequate
Kimetsu no Yaiba: Mugen Ressha-Hen_2020,8.2,117,47,453210959,72,3,1,0,0,0,0,0,0,Satisfactory
Wo bu shi yao shen_2018,7.8,117,0,451183391,63,5,0,1,1,0,0,0,0,Low
Ocean's Eleven_2001,7.7,116,183,450717150,74,22,0,0,0,0,0,0,0,Adequate
Wo he wo de zu guo_2019,6.3,154,2,450064993,NULL,4,0,0,1,0,0,0,0,Low
Thor_2011,7,115,181,449326618,57,12,1,0,0,0,0,0,0,Adequate
Pearl Harbor_2001,6.2,183,198,449220945,44,22,1,0,1,0,0,0,0,Adequate
La La Land_2016,8,128,151,448906865,94,7,0,1,1,0,0,0,0,Adequate
Tarzan_1999,7.3,88,171,448191819,79,24,0,1,0,0,0,0,0,Adequate
Men in Black II_2002,6.1,88,190,445135288,49,21,1,1,0,0,0,0,0,Adequate
The Bourne Ultimatum_2007,8,115,227,444100035,85,16,1,0,0,0,0,0,0,Adequate
The Mummy Returns_2001,6.4,130,202,443280904,48,22,1,0,0,0,0,0,0,Adequate
Alvin and the Chipmunks: The Squeakquel_2009,4.5,88,219,443140005,41,14,0,1,0,0,0,0,0,Satisfactory
Les Mis+¬rables_2012,7.5,158,148,442299309,63,11,0,0,1,1,0,0,0,Adequate
The Exorcist_1973,8.1,122,232,441306145,81,50,0,0,0,0,1,0,0,Adequate
Mrs. Doubtfire_1993,7.1,125,219,441286195,53,30,0,1,1,0,0,0,0,Adequate
Terminator Genisys_2015,6.3,126,89,440603537,38,8,1,0,0,0,0,1,0,Adequate
Warcraft_2016,6.7,123,47,439048914,32,7,1,0,0,0,0,0,0,Adequate
A Star Is Born_2018,7.6,136,215,436233122,88,5,0,0,1,1,0,0,0,Adequate
The Greatest Showman_2017,7.5,105,174,435732529,48,6,0,0,1,0,0,0,0,Adequate
Terminator 3: Rise of the Machines_2003,6.3,109,150,433371112,66,20,1,0,0,0,0,1,0,Adequate
Pok+¬mon: Detective Pikachu_2019,6.5,104,144,433230304,53,4,1,1,0,0,0,0,0,Adequate
Shang-Chi and the Legend of the Ten Rings_2021,7.4,132,224,432243292,71,2,1,0,0,0,0,0,0,Adequate
Die Another Day_2002,6.1,133,160,431971116,56,21,1,0,0,0,0,0,0,Adequate
The Secret Life of Pets 2_2019,6.4,86,158,430051293,55,4,0,1,0,0,0,0,0,Satisfactory
Cast Away_2000,7.8,143,233,429632142,73,23,0,0,1,1,0,0,0,Adequate
Rampage_2018,6.1,107,101,428028233,45,5,1,0,0,0,0,1,0,Adequate
The King's Speech_2010,8,118,138,427374317,88,13,0,0,1,0,0,0,0,Adequate
The Matrix Revolutions_2003,6.7,129,139,427344325,47,20,1,0,0,0,0,1,0,Adequate
The Intouchables_2011,8.5,112,13,426588510,57,12,0,1,1,0,0,0,0,Adequate
Bad Boys for Life_2020,6.5,124,206,426505244,59,3,1,1,0,0,0,0,0,Adequate
Django Unchained_2012,8.4,165,162,426074373,81,11,0,0,1,0,0,0,0,High
Beauty and the Beast_1991,8,84,218,424967620,95,32,0,0,0,0,0,0,1,Adequate
Dances with Wolves_1990,8,181,184,424208848,72,33,0,0,1,0,0,0,0,Adequate
Wo he wo de jia xiang_2020,6.5,153,0,422390820,NULL,3,0,0,1,0,0,0,0,Unconsiderable
The Chronicles of Narnia: Prince Caspian_2008,6.5,150,141,419665568,62,15,1,0,0,0,0,0,1,Adequate
Sex and the City_2008,5.7,145,152,418765519,53,15,0,1,1,1,0,0,0,Adequate
Zhong guo ji zhang_2019,6.2,111,0,417282021,NULL,4,1,0,1,0,0,0,0,Low
The Mummy_1999,7.1,124,155,415933406,48,24,1,0,0,0,0,0,0,Adequate
The Chronicles of Narnia: The Voyage of the Dawn Treader_2010,6.3,113,104,415686217,53,13,0,0,0,0,0,0,1,Adequate
Jason Bourne_2016,6.6,123,162,415484914,58,7,1,0,0,0,0,0,0,Adequate
The Wolverine_2013,6.7,126,132,414828246,61,10,1,0,0,0,0,1,0,Adequate
Kingsman: The Secret Service_2014,7.7,129,128,414351546,60,9,1,1,0,0,0,0,0,Adequate
Night at the Museum: Battle of the Smithsonian_2009,6,105,177,413106170,42,14,0,1,0,0,0,0,1,Adequate
Batman_1989,7.5,126,251,411569241,69,34,1,0,0,0,0,0,0,Adequate
The Bodyguard_1992,6.3,129,121,411046449,39,31,1,0,1,0,0,0,0,Adequate
Pacific Rim_2013,6.9,131,101,411002906,65,10,1,0,0,0,0,1,0,Adequate
Kingsman: The Golden Circle_2017,6.7,141,100,410902662,44,6,1,1,0,0,0,0,0,Adequate
The Mummy_2017,5.4,111,80,409231607,34,6,1,0,0,0,0,0,0,Adequate
Sing 2_2021,7.4,110,162,408837044,49,2,0,1,0,0,0,0,0,Satisfactory
Ice Age: Collision Course_2016,5.6,94,64,408754975,34,7,0,1,0,0,0,0,0,Satisfactory
Twilight_2008,5.3,122,191,408430415,56,15,0,0,1,1,0,0,0,Adequate
Signs_2002,6.8,106,227,408247917,59,21,0,0,1,0,0,1,0,Adequate
X2_2003,7.4,134,214,407711549,68,20,1,0,0,0,0,1,0,Adequate
Fantastic Beasts: The Secrets of Dumbledore_2022,6.2,142,0,405161334,47,1,0,0,0,0,0,0,1,Adequate
Alita: Battle Angel_2019,7.3,122,85,404980543,53,4,1,0,0,0,0,1,0,Adequate
The Mummy: Tomb of the Dragon Emperor_2008,5.2,112,102,403449830,31,15,1,0,0,0,0,0,0,Adequate
Prometheus_2012,7,124,126,403354469,64,11,0,0,0,0,0,1,0,Adequate
Gone with the Wind_1939,8.2,238,198,402382193,97,84,0,0,1,1,0,0,0,Adequate
Mamma Mia! Here We Go Again_2018,6.6,114,120,402263497,60,5,0,1,0,1,0,0,0,Satisfactory
Eternals_2021,6.3,156,164,402064899,52,2,1,0,0,0,0,0,0,Adequate
Sonic the Hedgehog 2_2022,6.5,122,0,401872904,47,1,1,1,0,0,0,0,0,Satisfactory
Dune: Part One_2021,8,155,108,401847900,74,2,1,0,1,0,0,0,0,Adequate
Uncharted_2022,6.3,116,0,401748820,45,1,1,0,0,0,0,0,0,Adequate
Tron_2010,6.8,125,172,400063852,49,13,1,0,0,0,0,1,0,Adequate
Mission: Impossible III_2006,6.9,126,134,398479497,66,17,1,0,0,0,0,0,0,Adequate
Snow White and the Huntsman_2012,6.1,127,155,396592829,57,11,1,0,1,0,0,0,0,Adequate
Grease_1978,7.2,110,188,396271103,70,45,0,1,0,1,0,0,0,Adequate
Toy Story_1995,8.3,81,191,394436586,95,28,0,1,0,0,0,0,0,Adequate
Solo: A Star Wars Story_2018,6.9,135,213,392924807,62,5,1,0,0,0,0,1,0,Adequate
The Wolf of Wall Street_2013,8.2,180,116,392000694,75,10,0,1,0,0,0,0,0,High
Superman Returns_2006,6.1,154,200,391081192,72,17,1,0,0,0,0,1,0,Adequate
Robin Hood: Prince of Thieves_1991,6.9,143,165,390493908,51,32,1,0,1,0,0,0,0,Adequate
Raiders of the Lost Ark_1981,8.4,115,248,389925971,85,42,1,0,0,0,0,0,0,Adequate
Independence Day: Resurgence_2016,5.2,120,103,389681935,32,7,1,0,0,0,0,1,0,Adequate
Live Free or Die Hard_2007,7.1,128,134,388156011,69,16,1,0,0,0,0,0,0,Adequate
Zhuo yao ji_2015,6.1,117,0,387053506,53,8,0,1,0,0,0,0,0,Low
Godzilla: King of the Monsters_2019,6,132,110,386600138,48,4,1,0,0,0,0,0,0,Adequate
Home_2015,6.6,94,177,386041607,55,8,0,1,0,0,0,0,0,Adequate
Star Trek_2009,7.9,127,257,385680446,82,14,1,0,0,0,0,1,0,Adequate
1917_2019,8.2,119,159,384919389,78,4,1,0,1,0,0,0,0,Adequate
Happy Feet_2006,6.4,108,198,384336108,77,17,0,1,0,0,0,0,0,Adequate
Cars 3_2017,6.7,102,152,383930656,59,6,0,1,0,0,0,0,0,Adequate
Back to the Future_1985,8.5,116,210,383336762,87,38,0,1,0,0,0,1,0,High
Ice Age_2002,7.5,81,176,383257136,61,21,0,1,0,0,0,0,0,Adequate
Fifty Shades Darker_2017,4.5,118,114,381545846,33,6,0,0,1,1,0,0,0,Adequate
Monsters vs. Aliens_2009,6.4,94,198,381509870,56,14,1,0,0,0,0,0,0,Adequate
Black Widow_2021,6.7,134,183,379751655,67,2,1,0,0,0,0,1,0,Adequate
Godzilla_1998,5.4,139,136,379014294,32,25,1,0,0,0,0,1,0,Adequate
True Lies_1994,7.3,141,146,378882411,63,29,1,1,0,0,0,0,0,Adequate
Slumdog Millionaire_2008,8,120,141,378410542,84,15,0,0,1,1,0,0,0,Adequate
Taken 2_2012,6.2,92,139,376152455,45,11,1,0,0,0,0,0,0,Adequate
G.I. Joe: Retaliation_2013,5.7,110,122,375740705,41,10,1,0,0,0,0,1,0,Adequate
Mad Max: Fury Road_2015,8.1,120,154,375709470,90,8,1,0,0,0,0,1,0,Adequate
Spider-Man: Into the Spider-Verse_2018,8.4,117,190,375540831,87,5,1,0,0,0,0,0,0,Adequate
Shark Tale_2004,6,90,160,374583879,48,19,0,1,0,0,0,0,0,Adequate
Once Upon a Time... in Hollywood_2019,7.6,161,142,374565754,83,4,0,1,1,0,0,0,0,Adequate
What Women Want_2000,6.4,127,182,374111707,47,23,0,1,0,1,0,0,0,Adequate
The Adventures of Tintin_2011,7.3,107,77,373993951,68,12,1,0,0,0,0,0,0,Adequate
Batman Begins_2005,8.2,140,206,373672993,70,18,1,0,1,0,0,0,0,High
Penguins of Madagascar_2014,6.6,92,83,373515621,53,9,0,1,0,0,0,0,0,Satisfactory
X-Men Origins: Wolverine_2009,6.5,107,179,373062864,40,14,1,0,0,0,0,1,0,Adequate
The Golden Compass_2007,6.1,113,70,372234864,51,16,0,0,0,0,0,0,1,Adequate
Fifty Shades Freed_2018,4.5,105,100,371985018,31,5,0,0,1,1,0,0,0,Satisfactory
Hitch_2005,6.6,118,179,371594210,58,18,0,1,0,1,0,0,0,Adequate
Terminator Salvation_2009,6.5,115,125,371353001,49,14,1,0,0,0,0,1,0,Adequate
Captain America: The First Avenger_2011,6.9,124,176,370569774,66,12,1,0,0,0,0,1,0,Adequate
Edge of Tomorrow_2014,7.9,113,100,370541256,71,9,1,0,0,0,0,1,0,Adequate
There's Something About Mary_1998,7.1,119,176,369884651,69,25,0,1,0,1,0,0,0,Adequate
Gone Girl_2014,8.1,149,167,369330363,79,9,0,0,1,0,0,0,0,Adequate
The Fugitive_1993,7.8,130,183,368875760,87,30,1,0,1,0,0,0,0,Adequate
Jurassic Park III_2001,5.9,92,181,368780809,42,22,1,0,0,0,0,1,0,Adequate
My Big Fat Greek Wedding_2002,6.6,95,241,368744044,62,21,0,1,1,1,0,0,0,Adequate
Xi hong shi shou fu_2018,6.1,118,0,366961907,NULL,5,0,1,0,0,0,0,0,Low
Die Hard: With a Vengeance_1995,7.6,128,100,366101666,58,28,1,0,0,0,0,0,0,Adequate
Shazam!_2019,7,132,140,366080049,71,4,1,1,0,0,0,0,0,Adequate
The Nun_2018,5.3,96,117,365582797,46,5,0,0,0,0,1,0,0,Adequate
Alvin and the Chipmunks_2007,5.2,92,217,365352546,39,16,0,1,0,0,0,0,0,Satisfactory
Tenet_2020,7.3,150,58,365294355,69,3,1,0,0,0,0,1,0,Adequate
Notting Hill_1999,7.2,124,116,363889678,68,24,0,1,1,1,0,0,0,Adequate
A Bug's Life_1998,7.2,95,162,363258859,77,25,0,1,0,0,0,0,0,Adequate
Night at the Museum: Secret of the Tomb_2014,6.2,98,113,363204635,47,9,0,1,0,0,0,0,1,Adequate
Ocean's Twelve_2004,6.5,125,125,362744280,58,19,0,0,0,0,0,0,0,Adequate
Planet of the Apes_2001,5.7,119,180,362211740,50,22,1,0,0,0,0,1,0,Adequate
The Hangover Part III_2013,5.8,100,112,362000072,30,10,0,1,0,0,0,0,0,Adequate
The World Is Not Enough_1999,6.4,128,126,361832400,57,24,1,0,0,0,0,0,0,Adequate
Zhuo yao ji 2_2018,5.4,110,0,361682618,63,5,0,1,0,0,0,0,0,Low
Fast & Furious_2009,6.5,107,155,360366870,46,14,1,0,0,0,0,0,0,Adequate
Noah_2014,5.8,138,101,359200044,68,9,1,0,1,0,0,0,0,Adequate
The Karate Kid_2010,6.2,140,176,359126022,61,13,1,0,1,0,0,0,1,Adequate
Home Alone 2: Lost in New York_1992,6.8,120,173,358994850,46,31,0,1,0,0,0,0,0,Adequate
Hotel Transylvania_2012,7,91,148,358375603,47,11,0,1,0,0,0,0,0,Adequate
Minority Report_2002,7.7,145,132,358372926,80,21,1,0,0,0,0,0,0,Adequate
Kimi no na wa._2016,8.4,106,5,358180115,79,7,0,0,1,0,0,0,0,Adequate
Top Gun_1986,6.9,110,179,357288178,50,37,1,0,1,0,0,0,0,Adequate
The Legend of Tarzan_2016,6.2,110,126,356700357,44,7,1,0,1,0,0,0,0,Adequate
American Beauty_1999,8.4,122,130,356296601,84,24,0,0,1,0,0,0,0,High
Sen to Chihiro no kamikakushi_2001,8.6,125,10,355725195,96,22,0,0,0,0,0,0,1,Adequate
Apollo 13_1995,7.7,140,173,355237933,77,28,0,0,1,0,0,0,0,Adequate
Rain Man_1988,8,133,178,354825435,65,35,0,0,1,0,0,0,0,Adequate
The Great Gatsby_2013,7.2,143,144,353659851,55,10,0,0,1,1,0,0,0,Adequate
Dumbo_2019,6.3,112,114,353284621,51,4,0,0,0,0,0,0,1,Satisfactory
"I, Robot_2004",7.1,115,144,353133898,59,19,1,0,0,0,0,1,0,Adequate
Basic Instinct_1992,7,127,117,352927224,41,31,0,0,1,0,0,0,0,Adequate
Murder on the Orient Express_2017,6.5,114,102,352794081,52,6,0,0,1,0,0,0,0,Adequate
X: First Class_2011,7.7,131,146,352616690,65,12,1,0,0,0,0,1,0,Adequate
Angry Birds_2016,6.3,97,107,352333929,43,7,1,0,0,0,0,0,0,Satisfactory
GoldenEye_1995,7.2,130,106,352194034,65,28,1,0,0,0,0,0,0,Adequate
Catch Me If You Can_2002,8.1,141,164,352114312,75,21,0,0,1,0,0,0,0,Adequate
Now You See Me_2013,7.2,115,117,351723989,50,10,0,0,0,0,0,0,0,Adequate
Hannibal_2001,6.8,131,165,351692268,57,22,0,0,1,0,0,0,0,Adequate
The Mask_1994,6.9,101,119,351583407,56,29,1,1,0,0,0,0,0,Adequate
Peter Rabbit_2018,6.6,95,115,351496066,51,5,0,1,0,0,0,0,0,Satisfactory
Speed_1994,7.3,116,121,350448145,78,29,1,0,0,0,0,0,0,Adequate
Dinosaur_2000,6.4,82,137,349822765,56,23,0,0,1,0,0,0,0,Satisfactory
Mary Poppins Returns_2018,6.7,130,171,349546142,66,5,0,1,0,0,0,0,0,Satisfactory
Deep Impact_1998,6.2,120,140,349464664,40,25,1,0,1,0,0,1,0,Adequate
The Lorax_2012,6.4,86,214,349183316,46,11,0,1,0,0,0,0,0,Adequate
The Maze Runner_2014,6.8,113,102,348319861,57,9,1,0,0,0,0,1,0,Adequate
The Smurfs 2_2013,5.3,105,71,347545360,34,10,0,1,0,0,0,0,0,Satisfactory
National Treasure_2004,6.9,131,173,347512318,39,19,1,0,0,0,0,0,0,Adequate
Rush Hour 2_2001,6.6,90,226,347325802,48,22,1,1,0,0,0,0,0,Adequate
Trolls_2016,6.4,92,153,347182886,55,7,0,1,0,0,0,0,0,Satisfactory
xXx: Return of Xander Cage_2017,5.2,107,44,346118277,42,6,1,0,0,0,0,0,0,Satisfactory
Pocahontas_1995,6.7,81,141,346079773,58,28,0,0,1,0,0,0,0,Adequate
How the Grinch Stole Christmas_2000,6.2,104,260,345823032,46,23,0,1,0,0,0,0,1,Adequate
Star Trek Beyond_2016,7,122,158,343471816,68,7,1,0,0,0,0,1,0,Adequate
Alvin and the Chipmunks: Chipwrecked_2011,4.3,87,133,342695435,24,12,0,1,0,0,0,0,0,Satisfactory
Wanted_2008,6.7,110,134,342463063,64,15,1,0,0,0,0,0,0,Adequate
The Flintstones_1994,4.9,91,130,341631208,38,29,0,1,0,0,0,0,1,Satisfactory
A Quiet Place_2018,7.5,90,188,340952971,82,5,0,0,1,0,1,1,0,Adequate
Enchanted_2007,7.1,107,127,340487836,75,16,0,1,0,0,0,0,0,Adequate
Over the Hedge_2006,6.7,83,155,339795890,67,17,0,1,0,0,0,0,0,Adequate
300: Rise of an Empire_2014,6.2,102,106,337580051,48,9,1,0,1,0,0,0,0,Adequate
Batman Forever_1995,5.4,121,184,336567158,51,28,1,0,0,0,0,0,0,Adequate
Prince of Persia: The Sands of Time_2010,6.6,116,90,336365676,50,13,1,0,0,0,0,0,0,Adequate
The Curious Case of Benjamin Button_2008,7.8,166,127,335802786,70,15,0,0,1,1,0,0,0,Adequate
Journey 2: The Mysterious Island_2012,5.7,94,103,335287748,41,11,1,1,0,0,0,0,0,Adequate
The Rock_1996,7.4,136,134,335062621,58,27,1,0,0,0,0,0,0,Adequate
The Great Wall_2016,5.9,103,45,334933831,42,7,1,0,0,0,0,0,0,Adequate
Now You See Me 2_2016,6.4,129,65,334897606,46,7,1,1,0,0,0,0,0,Adequate
Xiu xiu de tie quan_2017,6.1,100,0,334530869,NULL,6,0,1,0,0,0,0,0,Low
Fantastic Four_2005,5.7,106,154,333535934,40,18,1,0,0,0,0,0,0,Adequate
Indiana Jones and the Temple of Doom_1984,7.5,118,179,333107271,57,39,1,0,0,0,0,0,0,Adequate
Tomorrow Never Dies_1997,6.5,119,125,333011068,52,26,1,0,0,0,0,0,0,Adequate
Back to the Future Part II_1989,7.8,108,118,332500002,57,34,0,1,0,0,0,1,0,Adequate
The Good Dinosaur_2015,6.7,93,123,332207671,66,8,0,1,0,0,0,0,0,Adequate
Free Guy_2021,7.1,115,121,331526598,62,2,1,1,0,0,0,0,0,Adequate
22 Jump Street_2014,7,112,191,331333876,71,9,1,1,0,0,0,0,0,Adequate
Meet the Parents_2000,7,108,166,330444045,73,23,0,1,0,1,0,0,0,Adequate
Who Framed Roger Rabbit_1988,7.7,104,156,329803958,83,35,0,1,0,0,0,0,0,Adequate
Black Swan_2010,8,108,106,329398046,79,13,0,0,1,0,0,0,0,Adequate
The Perfect Storm_2000,6.4,130,182,328718434,59,23,1,0,1,0,0,0,0,Adequate
Crocodile Dundee_1986,6.6,97,174,328203506,62,37,1,1,0,0,0,0,0,Adequate
Feng kuang de wai xing ren_2019,5.8,116,0,327598891,NULL,4,0,1,0,0,0,1,0,Low
Se7en_1995,8.6,127,100,327333559,65,28,0,0,1,0,0,0,0,High
John Wick: Chapter 3 - Parabellum_2019,7.4,130,171,327281779,73,4,1,0,0,0,0,0,0,Adequate
The Devil Wears Prada_2006,6.9,109,124,326706115,62,17,0,1,1,0,0,0,0,Adequate
Taken 3_2014,6,108,89,326479141,26,9,1,0,0,0,0,0,0,Adequate
The Hunchback of Notre Dame_1996,7,91,100,325338851,74,27,0,0,1,0,0,0,1,Adequate
A Christmas Carol_2009,6.8,96,137,325286646,55,14,0,1,0,0,0,0,0,Adequate
The SpongeBob Movie: Sponge Out of Water_2015,6,92,162,325186032,62,8,0,1,0,0,0,0,0,Satisfactory
Schindler's List_1993,9,195,96,322161245,94,30,0,0,1,0,0,0,0,High
Megamind_2010,7.3,95,148,321885765,63,13,1,1,0,0,0,0,0,Adequate
The Conjuring 2_2016,7.3,134,102,321834351,65,7,0,0,0,0,1,0,0,Adequate
Green Book_2018,8.2,130,85,321752656,69,5,0,1,1,0,0,0,0,Adequate
Lethal Weapon 3_1992,6.7,118,144,321731527,40,31,1,0,0,0,0,0,0,Adequate
Robin Hood_2010,6.6,140,105,321669741,53,13,1,0,1,0,0,0,0,Adequate
Inglourious Basterds_2009,8.3,153,120,321457747,69,14,0,0,1,0,0,0,0,High
101 Dalmatians_1996,5.7,103,136,320689294,49,27,0,1,0,0,0,0,0,Adequate
The Conjuring_2013,7.5,112,137,320406242,68,10,0,0,0,0,1,0,0,Adequate
Fatal Attraction_1987,6.9,119,156,320145693,67,36,0,0,1,0,0,0,0,Satisfactory
Sonic the Hedgehog_2020,6.5,99,148,319715683,47,3,1,1,0,0,0,0,0,Adequate
The Last Airbender_2010,4,103,131,319713881,20,13,1,0,0,0,0,0,1,Adequate
The Proposal_2009,6.7,108,163,317375031,48,14,0,1,1,1,0,0,0,Adequate
A Beautiful Mind_2001,8.2,135,170,316791257,72,22,0,0,1,0,0,0,0,Adequate
Beverly Hills Cop_1984,7.3,105,234,316360478,66,39,1,1,0,0,0,0,0,Adequate
The Polar Express_2004,6.6,100,183,315249768,61,19,0,1,0,0,0,0,0,Adequate
Air Force One_1997,6.5,124,172,315156409,61,26,1,0,1,0,0,0,0,Adequate
The Expendables 2_2012,6.6,103,85,314975955,51,11,1,0,0,0,0,0,0,Adequate
Chicken Little_2005,5.7,81,135,314432837,48,18,0,1,0,0,0,0,0,Satisfactory
As Good as It Gets_1997,7.7,139,148,314178011,67,26,0,1,1,1,0,0,0,Adequate
