Moive_ID,Movie Rating,Duration,Gross_M,Worldwide LT Gross,Metascore,movie_age,Actionn,Comedy,Drama,Romance,Horror,Sci_fi,Family,Vote_Catg
Flightplan_2005,6.3,98,89,223387299,53,18,0,0,1,0,0,0,0,Adequate
Yes Man_2008,6.8,104,97,223241637,46,15,0,1,0,1,0,0,0,Adequate
Non-Stop_2014,6.9,106,92,222809600,56,9,1,0,0,0,0,0,0,Adequate
"Honey, I Shrunk the Kids_1989",6.4,93,130,222724172,63,34,0,1,0,0,0,0,1,Adequate
Fahrenheit 9/11_2004,7.5,122,119,222446882,67,19,0,0,1,0,0,0,0,Adequate
Wild Wild West_1999,4.9,106,113,222104681,38,24,1,1,0,0,0,1,0,Adequate
Wo he wo de fu bei_2021,6.1,157,0,221831086,NULL,2,0,0,1,0,0,0,0,Unconsiderable
Geostorm_2017,5.3,109,33,221600160,21,6,1,0,0,0,0,1,0,Adequate
Presumed Innocent_1990,6.9,127,86,221303188,72,33,0,0,0,0,0,0,0,Satisfactory
Jungle Cruise_2021,6.6,127,116,220889446,50,2,1,1,0,0,0,0,0,Adequate
Scary Movie 3_2003,5.5,84,110,220673217,49,20,0,1,0,0,0,0,0,Adequate
Collateral_2004,7.5,120,101,220239925,71,19,1,0,1,0,0,0,0,Adequate
Inferno_2016,6.2,121,34,220021259,42,7,1,0,0,0,0,0,0,Adequate
Knocked Up_2007,6.9,129,148,219922417,85,16,0,1,0,1,0,0,0,Adequate
Green Lantern_2011,5.5,114,116,219851172,39,12,1,0,0,0,0,1,0,Adequate
What Happens in Vegas_2008,6.1,99,80,219375562,36,15,0,1,0,1,0,0,0,Adequate
It's Complicated_2009,6.5,121,112,219103655,57,14,0,1,1,1,0,0,0,Satisfactory
The Terminal_2004,7.4,128,77,219100084,55,19,0,1,1,1,0,0,0,Adequate
Captain Phillips_2013,7.8,134,107,218791811,82,10,1,0,0,0,0,0,0,Adequate
The Prince of Egypt_1998,7.1,99,101,218613188,64,25,0,0,1,0,0,0,0,Adequate
Jack Reacher_2012,7,130,80,218340595,50,11,1,0,0,0,0,0,0,Adequate
Kingdom of Heaven_2005,7.2,144,47,218122627,63,18,1,0,1,0,0,0,0,Adequate
The Emoji Movie_2017,3.3,86,86,217776646,12,6,0,1,0,0,0,0,0,Satisfactory
Zhe ge sha shou bu tai leng jing_2022,6.1,109,0,217254604,NULL,1,0,1,0,0,0,0,0,Unconsiderable
Dracula Untold_2014,6.2,92,56,217124280,40,9,1,0,1,0,0,0,0,Adequate
Central Intelligence_2016,6.3,107,127,216972543,52,7,1,1,0,0,0,0,0,Adequate
Million Dollar Baby_2004,8.1,132,100,216763646,86,19,0,0,1,0,0,0,0,Adequate
The Help_2011,8.1,146,169,216639112,62,12,0,0,1,0,0,0,0,Adequate
Twins_1988,6.1,107,111,216614388,53,35,0,1,0,0,0,0,0,Adequate
Little Women_2019,7.8,135,108,216601214,91,4,0,0,1,1,0,0,0,Adequate
Valentine's Day_2010,5.7,125,110,216528528,34,13,0,1,0,1,0,0,0,Adequate
Bad Teacher_2011,5.6,92,100,216197492,47,12,0,1,0,1,0,0,0,Adequate
Song ni yi duo xiao hong hua_2020,6.6,122,0,216000000,NULL,3,0,0,1,0,0,0,1,Unconsiderable
The Croods: A New Age_2020,6.9,95,58,215905815,56,3,0,1,0,0,0,0,0,Satisfactory
Clear and Present Danger_1994,6.9,141,122,215887717,74,29,1,0,1,0,0,0,0,Adequate
One Hundred and One Dalmatians_1961,7.3,79,144,215880014,83,62,0,1,0,0,0,0,0,Adequate
Ted 2_2015,6.3,115,81,215863606,48,8,0,1,0,0,0,0,0,Adequate
Dracula_1992,7.4,128,82,215862692,57,31,0,0,1,0,1,0,0,Adequate
Vertical Limit_2000,5.9,124,69,215663859,48,23,1,0,1,0,0,0,0,Satisfactory
Ghostbusters II_1989,6.6,108,112,215394738,56,34,1,1,0,0,0,0,0,Adequate
The Patriot_2000,7.2,165,113,215294342,63,23,1,0,1,0,0,0,0,Adequate
The Sorcerer's Apprentice_2010,6.1,109,63,215283742,46,13,1,0,0,0,0,0,1,Adequate
Just Go with It_2011,6.4,117,103,214945591,33,12,0,1,0,1,0,0,0,Adequate
The Expendables 3_2014,6.1,126,39,214657577,35,9,1,0,0,0,0,0,0,Adequate
Dirty Dancing_1987,7,100,0,214577242,65,36,0,0,1,1,0,0,0,Adequate
Creed II_2018,7.1,130,115,214215889,66,5,0,0,1,0,0,0,0,Adequate
Smallfoot_2018,6.6,96,83,214115531,60,5,0,1,0,0,0,0,0,Satisfactory
Public Enemies_2009,7,140,97,214104620,70,14,1,0,0,0,0,0,0,Adequate
The Bourne Identity_2002,7.9,119,121,214034224,68,21,1,0,0,0,0,0,0,Adequate
Disclosure_1994,6.1,128,83,214015089,58,29,0,0,1,0,0,0,0,Satisfactory
Pulp Fiction_1994,8.9,154,107,213928762,94,29,0,0,1,0,0,0,0,High
The Aviator_2004,7.5,170,102,213719942,77,19,0,0,1,0,0,0,0,Adequate
Wo hu cang long_2000,7.9,120,128,213525736,94,23,1,0,1,0,0,0,0,Adequate
Braveheart_1995,8.4,178,75,213216216,68,28,0,0,1,0,0,0,0,High
Into the Woods_2014,5.9,125,128,212902372,69,9,0,1,1,0,0,0,0,Adequate
Bedtime Stories_2008,6,99,110,212874864,33,15,0,1,0,0,0,0,1,Satisfactory
Miss Congeniality_2000,6.3,109,106,212742720,43,23,1,1,0,0,0,0,0,Adequate
Entrapment_1999,6.3,113,87,212404396,54,24,1,0,0,1,0,0,0,Adequate
Ace Ventura: When Nature Calls_1995,6.4,90,108,212385533,45,28,0,1,0,0,0,0,0,Adequate
End of Days_1999,5.8,122,66,211989043,33,24,1,0,0,0,1,0,0,Adequate
Bridget Jones's Baby_2016,6.5,123,24,211952420,59,7,0,1,1,1,0,0,0,Satisfactory
Fury_2014,7.5,134,85,211822697,64,9,1,0,1,0,0,0,0,Adequate
Battle: Los Angeles_2011,5.7,116,83,211819354,37,12,1,0,0,0,0,1,0,Adequate
Australia_2008,6.6,165,49,211787511,53,15,0,0,1,1,0,0,0,Adequate
Due Date_2010,6.5,95,100,211780824,51,13,0,1,1,0,0,0,0,Adequate
Master and Commander: The Far Side of the World_2003,7.4,138,93,211622535,81,20,1,0,1,0,0,0,0,Adequate
A Series of Unfortunate Events_2004,6.8,108,118,211468235,62,19,0,1,0,0,0,0,1,Adequate
The Little Mermaid_1989,7.6,83,111,211343479,88,34,0,1,0,0,0,0,0,Adequate
Qi ji -+ Ben xiao hai_2022,6.7,106,0,211019042,NULL,1,0,1,1,0,0,0,0,Unconsiderable
District 9_2009,7.9,112,115,210888950,81,14,1,0,0,0,0,1,0,Adequate
Moonraker_1979,6.2,126,70,210308099,66,44,1,0,0,0,0,1,0,Adequate
The Others_2001,7.6,101,96,209947037,74,22,0,0,0,0,1,0,0,Adequate
Horrible Bosses_2011,6.9,98,117,209838559,57,12,0,1,0,0,0,0,0,Adequate
Hou lai de wo men_2018,7.4,120,0,209221380,NULL,5,0,0,1,1,0,0,0,Low
Red Dragon_2002,7.2,124,93,209196298,60,21,0,0,1,0,0,0,0,Adequate
Tomorrowland_2015,6.4,130,93,209035668,60,8,1,0,0,0,0,0,1,Adequate
Me Before You_2016,7.4,106,56,208314186,51,7,0,0,1,1,0,0,0,Adequate
Safe House_2012,6.7,115,126,208076205,52,11,1,0,0,0,0,0,0,Adequate
S.W.A.T._2003,6,117,116,207725639,45,20,1,0,0,0,0,0,0,Adequate
The Fast and the Furious_2001,6.8,106,144,207517509,58,22,1,0,0,0,0,0,0,Adequate
Traffic_2000,7.6,147,124,207515725,86,23,0,0,1,0,0,0,0,Adequate
Paranormal Activity 3_2011,5.8,83,104,207039844,59,12,0,0,0,0,1,0,0,Satisfactory
Philadelphia_1993,7.7,125,77,206678440,66,30,0,0,1,0,0,0,0,Adequate
The Conjuring: The Devil Made Me Do It_2021,6.3,112,65,206401480,53,2,0,0,0,0,1,0,0,Adequate
Sleepy Hollow_1999,7.3,105,101,206071502,65,24,0,0,0,0,1,0,0,Adequate
The Holiday_2006,6.9,136,63,205850134,52,17,0,1,0,1,0,0,0,Adequate
Nou fo_2021,6.6,126,0,205846481,72,2,1,0,0,0,0,0,0,Low
The Jungle Book_1967,7.6,78,141,205843612,65,56,0,1,0,0,0,0,0,Adequate
London Has Fallen_2016,5.9,99,62,205754447,28,7,1,0,0,0,0,0,0,Adequate
The Break-Up_2006,5.8,106,118,205668210,45,17,0,1,1,1,0,0,0,Adequate
Xi you: Xiang mo pian_2013,6.7,110,0,205637183,68,10,1,1,0,0,0,0,0,Satisfactory
The Ugly Truth_2009,6.4,96,88,205599393,28,14,0,1,0,1,0,0,0,Adequate
JFK_1991,8,189,70,205405498,72,32,0,0,1,0,0,0,0,Adequate
White House Down_2013,6.3,131,73,205366737,52,10,1,0,1,0,0,0,0,Adequate
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn_2020,6,109,84,205322941,60,3,1,1,0,0,0,0,0,Adequate
A Dog's Purpose_2017,7.2,100,64,205035819,43,6,0,1,1,0,0,0,0,Satisfactory
Gake no ue no Ponyo_2008,7.6,101,15,204826668,86,15,0,1,0,0,0,0,0,Adequate
Fun with Dick and Jane_2005,6.1,90,110,204681899,47,18,0,1,0,0,0,0,0,Adequate
Eat Pray Love_2010,5.8,133,80,204594016,50,13,0,0,1,1,0,0,0,Satisfactory
Ghostbusters: Afterlife_2021,7.1,124,129,204334455,45,2,0,1,0,0,0,0,0,Adequate
You Don't Mess with the Zohan_2008,5.6,113,100,204313400,54,15,1,1,0,0,0,0,0,Adequate
The Addams Family_2019,5.8,86,100,203785209,46,4,0,1,0,0,0,0,1,Satisfactory
Hairspray_2007,6.7,117,118,203627753,81,16,0,1,1,0,0,0,0,Adequate
King Arthur_2004,6.3,126,51,203567857,46,19,1,0,1,0,0,0,0,Adequate
Yogi Bear_2010,4.6,81,100,203509374,35,13,0,1,0,0,0,0,0,Satisfactory
Everest_2015,7.1,121,43,203427584,64,8,1,0,0,0,0,0,0,Adequate
Vanilla Sky_2001,6.9,136,100,203388341,45,22,0,0,0,1,0,0,0,Adequate
Arrival_2016,7.9,116,100,203388186,81,7,0,0,1,0,0,1,0,Adequate
Need for Speed_2014,6.4,132,43,203277636,39,9,1,0,0,0,0,0,0,Adequate
Garfield_2004,5,80,75,203172417,27,19,0,1,0,0,0,0,0,Satisfactory
Patch Adams_1998,6.8,115,135,202292902,25,25,0,1,1,0,0,0,0,Adequate
Teenage Mutant Ninja Turtles_1990,6.7,93,135,202084756,51,33,1,1,0,0,0,0,0,Satisfactory
Kindergarten Cop_1990,6.2,111,91,201957688,61,33,1,1,0,0,0,0,0,Adequate
Straight Outta Compton_2015,7.8,147,161,201634991,72,8,0,0,1,0,0,0,0,Adequate
21 Jump Street_2012,7.2,109,138,201585328,69,11,1,1,0,0,0,0,0,Adequate
Valkyrie_2008,7.1,121,83,201545517,56,15,0,0,1,0,0,0,0,Adequate
Open Season_2006,6.1,86,85,200811689,49,17,0,1,0,0,0,0,0,Satisfactory
Cats & Dogs_2001,5.1,87,93,200687492,47,22,1,1,0,0,0,0,0,Satisfactory
The Hunt for Red October_1990,7.5,135,122,200512643,58,33,1,0,0,0,0,0,0,Adequate
Percy Jackson: Sea of Monsters_2013,5.7,106,68,199850315,39,10,0,0,0,0,0,0,1,Adequate
Two Weeks Notice_2002,6.1,101,93,199043471,42,21,0,1,0,1,0,0,0,Adequate
RED_2010,7,111,90,199006387,60,13,1,1,0,0,0,0,0,Adequate
Chak daan juen ga 2_2020,6.6,120,0,198921659,NULL,3,1,0,0,0,0,0,0,Low
City of Angels_1998,6.7,114,78,198685114,54,25,0,0,1,1,0,0,0,Adequate
The Pacifier_2005,5.6,95,113,198636868,30,18,1,1,1,0,0,0,0,Satisfactory
50 First Dates_2004,6.8,99,120,198520934,48,19,0,1,1,1,0,0,0,Adequate
Total Recall_2012,6.2,118,58,198467168,43,11,1,0,0,0,0,1,0,Adequate
Yi chu hao xi_2018,6.2,134,0,198326350,61,5,0,1,1,0,0,0,0,Low
Lo imposible_2012,7.5,114,19,198087212,73,11,0,0,1,0,0,0,0,Adequate
Ren zai jiong tu: Tai jiong_2012,6.2,105,0,197757387,55,11,0,1,1,0,0,0,0,Low
Christopher Robin_2018,7.2,104,99,197744377,60,5,0,1,1,0,0,0,0,Satisfactory
Jack the Giant Slayer_2013,6.3,114,65,197687603,51,10,1,0,0,0,0,0,0,Adequate
Smurfs: The Lost Village_2017,5.9,90,45,197183546,40,6,0,1,0,0,0,0,0,Satisfactory
Zhong guo yi sheng_2021,4.7,129,0,197143218,NULL,2,0,0,1,0,0,0,0,Unconsiderable
Spy Kids 3: Game Over_2003,4.3,84,111,197101678,57,20,1,1,0,0,0,0,0,Satisfactory
Panic Room_2002,6.8,112,96,197079546,65,21,0,0,1,0,0,0,0,Adequate
Bullet Train_2022,7.4,127,0,196833000,49,1,1,1,0,0,0,0,0,Adequate
The Other Woman_2014,6,109,83,196710396,39,9,0,1,0,1,0,0,0,Adequate
Stargate_1994,7,116,71,196567262,42,29,1,0,0,0,0,1,0,Adequate
Beowulf_2007,6.3,115,82,196393745,59,16,1,0,0,0,0,0,0,Adequate
The Vow_2012,6.8,104,125,196114570,43,11,0,0,1,1,0,0,0,Adequate
Anger Management_2003,6.2,106,135,195745823,52,20,0,1,0,0,0,0,0,Adequate
Tropic Thunder_2008,7,107,110,195702963,71,15,1,1,0,0,0,0,0,Adequate
The Shape of Water_2017,7.3,123,63,195333312,87,6,0,0,1,1,0,0,0,Adequate
Rocketman_2019,7.3,121,96,195320400,69,4,0,0,1,0,0,0,0,Adequate
The Pelican Brief_1993,6.6,141,100,195268056,50,30,0,0,1,0,0,0,0,Satisfactory
The BFG_2016,6.3,117,55,195243411,66,7,0,0,0,0,0,0,1,Satisfactory
The Intern_2015,7.1,121,75,194564672,51,8,0,1,1,0,0,0,0,Adequate
The Curse of the Were-Rabbit_2005,7.5,85,56,194137091,87,18,0,1,0,0,0,0,0,Adequate
Gnomeo & Juliet_2011,5.9,84,99,193967670,53,12,0,1,0,0,0,0,0,Satisfactory
The Sum of All Fears_2002,6.4,124,118,193921372,45,21,1,0,1,0,0,0,0,Adequate
Tenki no ko_2019,7.5,112,7,193840806,72,4,0,0,1,0,0,0,0,Satisfactory
Gangs of New York_2002,7.5,167,77,193772504,72,21,0,0,1,0,0,0,0,Adequate
Xi you ji zhi: Sun Wukong san da Baigu Jing_2016,5.9,119,0,193678298,NULL,7,1,0,0,0,0,0,0,Low
Paranormal Activity_2007,6.3,86,107,193355800,68,16,0,0,0,0,1,0,0,Adequate
The Lego Movie 2: The Second Part_2019,6.6,107,105,192456290,65,4,1,0,0,0,0,0,0,Satisfactory
The Equalizer_2014,7.2,132,101,192330738,57,9,1,0,0,0,0,0,0,Adequate
Downton Abbey_2019,7.4,122,96,192199131,64,4,0,0,1,1,0,0,0,Satisfactory
Wu sha_2019,6.8,112,0,191602146,73,4,0,0,1,0,0,0,0,Low
The Addams Family_1991,6.9,99,113,191502426,57,32,0,1,0,0,0,0,0,Adequate
The Longest Yard_2005,6.4,113,158,191466556,48,18,0,1,0,0,0,0,0,Adequate
The Lost City_2022,6.1,112,0,190844029,60,1,1,1,0,0,0,0,0,Adequate
The Santa Clause_1994,6.5,97,144,190539357,57,29,0,1,1,0,0,0,1,Adequate
Cheaper by the Dozen_2003,5.9,98,138,190538630,46,20,0,1,0,0,0,0,1,Adequate
The Equalizer 2_2018,6.7,121,102,190400157,50,5,1,0,0,0,0,0,0,Adequate
Hollow Man_2000,5.8,112,73,190213455,24,23,1,0,0,0,1,1,0,Adequate
Outbreak_1995,6.6,127,67,189859560,64,28,1,0,1,0,0,0,0,Adequate
So duk 2: Tin dei duei kuet_2019,6,99,0,189396380,NULL,4,1,0,0,0,0,0,0,Low
The X Files_1998,7,121,83,189176423,60,25,0,0,1,0,0,1,0,Adequate
Xin hua lu fang_2014,6.4,116,0,189017596,NULL,9,0,1,1,1,0,0,0,Low
Rambo III_1988,5.8,102,53,189015611,36,35,1,0,0,0,0,0,0,Adequate
The Secret Life of Walter Mitty_2013,7.3,114,58,188133322,54,10,0,1,1,0,0,0,0,Adequate
Mou seung_2018,6.8,130,0,188116796,NULL,5,1,0,0,0,0,0,0,Low
Jaws 2_1978,5.8,116,102,187884007,51,45,0,0,0,0,1,0,0,Satisfactory
12 Years a Slave_2013,8.1,134,56,187733202,96,10,0,0,1,0,0,0,0,Adequate
Heat_1995,8.3,170,67,187436818,76,28,1,0,1,0,0,0,0,Adequate
Mr. Popper's Penguins_2011,6,94,68,187361754,53,12,0,1,0,0,0,0,1,Satisfactory
The Grudge_2004,5.9,91,110,187281115,49,19,0,0,0,0,1,0,0,Adequate
I Now Pronounce You Chuck & Larry_2007,5.9,115,120,187134117,37,16,0,1,0,1,0,0,0,Adequate
The Horse Whisperer_1998,6.7,169,75,186883563,65,25,0,0,1,1,0,0,0,Satisfactory
Walk the Line_2005,7.8,136,119,186797986,72,18,0,0,1,0,0,0,0,Adequate
Jian bing xia_2015,5.6,113,0,186699768,NULL,8,0,1,0,0,0,0,0,Low
The Jungle Book 2_2003,5.3,72,47,186303759,38,20,0,1,0,0,0,0,0,Satisfactory
The Final Destination_2009,5.1,82,66,186167139,30,14,0,0,0,0,1,0,0,Adequate
Atlantis: The Lost Empire_2001,6.9,95,84,186053725,52,22,1,0,0,0,0,0,0,Adequate
Inside Man_2006,7.6,129,88,186003591,76,17,0,0,1,0,0,0,0,Adequate
The Waterboy_1998,6.1,90,161,185991646,41,25,0,1,0,0,0,0,0,Adequate
Hugo_2011,7.5,126,73,185770310,83,12,0,0,1,0,0,0,1,Adequate
Pitch Perfect 3_2017,5.8,93,104,185400345,40,6,0,1,0,0,0,0,0,Satisfactory
Watchmen_2009,7.6,162,107,185382813,56,14,1,0,1,0,0,0,0,Adequate
The Birdcage_1996,7.2,117,124,185260553,72,27,0,1,0,0,0,0,0,Satisfactory
Moulin Rouge!_2001,7.6,127,57,184935320,66,22,0,0,1,1,0,0,0,Adequate
Snow White and the Seven Dwarfs_1937,7.6,83,184,184925486,95,86,0,0,0,0,0,0,1,Adequate
Hop_2011,5.4,95,108,184367145,41,12,0,1,0,0,0,0,0,Satisfactory
Bad Moms_2016,6.2,100,113,183936074,60,7,0,1,0,0,0,0,0,Adequate
Jupiter Ascending_2015,5.3,127,47,183887723,40,8,1,0,0,0,0,1,0,Adequate
Knowing_2009,6.2,121,79,183658498,41,14,1,0,0,0,0,1,0,Adequate
102 Dalmatians_2000,4.8,100,66,183611771,35,23,0,1,0,0,0,0,1,Satisfactory
Storks_2016,6.8,87,72,183510278,56,7,0,1,0,0,0,0,0,Satisfactory
Stand by Me Doraemon_2014,7.3,95,0,183442714,NULL,9,0,1,1,0,0,0,0,Low
Paul Blart: Mall Cop_2009,5.2,91,20,183348429,39,14,1,1,0,0,0,0,0,Adequate
Wayne's World_1992,7,94,121,183097323,57,31,0,1,0,0,0,0,0,Adequate
Maverick_1994,7,127,101,183031272,62,29,1,1,0,0,0,0,0,Adequate
Mirror Mirror_2012,5.6,106,64,183018522,46,11,0,1,1,0,0,0,0,Satisfactory
The Man in the Iron Mask_1998,6.5,132,56,182968902,48,25,1,0,1,0,0,0,0,Adequate
Cape Fear_1991,7.3,128,79,182291969,73,32,0,0,0,0,0,0,0,Adequate
The Haunted Mansion_2003,5.1,99,75,182290266,34,20,0,1,0,0,0,0,1,Satisfactory
Xi you ji: Da nao tian gong_2014,4.9,119,0,182206924,NULL,9,1,0,0,0,0,0,1,Low
While You Were Sleeping_1995,6.7,103,81,182057016,67,28,0,1,1,1,0,0,0,Adequate
The Bridges of Madison County_1995,7.6,135,71,182016617,69,28,0,0,1,1,0,0,0,Satisfactory
Du cheng feng yun III_2016,2.5,113,0,181732879,NULL,7,0,1,1,0,0,0,0,Low
Poseidon_2006,5.7,98,60,181674817,50,17,1,0,0,0,0,0,0,Adequate
The First Wives Club_1996,6.4,103,105,181489203,58,27,0,1,0,0,0,0,0,Satisfactory
Xuan ya zhi shang_2021,6.6,120,0,181325565,NULL,2,0,0,1,0,0,0,0,Low
Scooby-Doo 2: Monsters Unleashed_2004,5.1,93,84,181239132,34,19,0,1,0,0,0,0,1,Satisfactory
Hot Shots!_1991,6.7,84,69,181096164,61,32,1,1,0,0,0,0,0,Adequate
Road to Perdition_2002,7.7,117,104,181001478,72,21,0,0,1,0,0,0,0,Adequate
Kill Bill: Vol. 1_2003,8.2,111,70,180906076,69,20,1,0,1,0,0,0,0,High
Abominable_2019,7,97,60,180734901,61,4,0,1,0,0,0,0,0,Satisfactory
The Scorpion King_2002,5.5,92,91,180630907,45,21,1,0,0,0,0,0,0,Adequate
Sweet Home Alabama_2002,6.2,108,127,180622424,45,21,0,1,0,1,0,0,0,Adequate
Daddy's Home 2_2017,6,100,104,180613824,30,6,0,1,0,0,0,0,0,Satisfactory
Hacksaw Ridge_2016,8.1,139,67,180563636,71,7,0,0,1,0,0,0,0,Adequate
Deja Vu_2006,7.1,126,64,180557550,59,17,1,0,0,0,0,1,0,Adequate
The Post_2017,7.2,116,81,180419276,83,6,0,0,1,0,0,0,0,Adequate
Dangerous Minds_1995,6.5,99,84,179519401,47,28,0,0,1,0,0,0,0,Satisfactory
The Dictator_2012,6.4,83,59,179379533,58,11,0,1,0,0,0,0,0,Adequate
The League of Extraordinary Gentlemen_2003,5.8,110,66,179265204,30,20,1,0,0,0,0,0,0,Adequate
Allegiant_2016,5.7,120,66,179246868,33,7,1,0,0,0,0,0,0,Adequate
Daredevil_2003,5.3,103,102,179179718,42,20,1,0,0,0,0,0,0,Adequate
City Slickers_1991,6.8,113,124,179033791,70,32,0,1,0,0,0,0,0,Satisfactory
He's Just Not That Into You_2009,6.4,129,93,178866158,47,14,0,1,1,1,0,0,0,Adequate
Eagle Eye_2008,6.6,118,101,178767383,43,15,1,0,0,0,0,0,0,Adequate
Along Came Polly_2004,6,90,88,178311729,44,19,0,1,0,1,0,0,0,Adequate
Flushed Away_2006,6.6,85,64,178281554,74,17,1,0,0,0,0,0,0,Adequate
Scary Movie 4_2006,5.1,83,90,178262620,40,17,0,1,0,0,0,0,0,Adequate
Dante's Peak_1997,6,108,67,178127760,43,26,1,0,0,0,0,0,0,Satisfactory
Brokeback Mountain_2005,7.7,134,83,178062759,87,18,0,0,1,1,0,0,0,Adequate
Patriot Games_1992,6.8,117,83,178051587,64,31,1,0,0,0,0,0,0,Adequate
Flubber_1997,5.3,93,92,177977226,37,26,0,1,0,0,0,1,1,Satisfactory
Baywatch_2017,5.5,116,58,177856751,37,6,1,1,0,0,0,0,0,Adequate
Double Jeopardy_1999,6.5,105,116,177841558,40,24,0,0,1,0,0,0,0,Satisfactory
War Horse_2011,7.2,146,79,177584879,72,12,1,0,1,0,0,0,0,Adequate
Paranormal Activity 2_2010,5.7,91,84,177512032,53,13,0,0,0,0,1,0,0,Adequate
How to Lose a Guy in 10 Days_2003,6.4,116,105,177502387,45,20,0,1,0,1,0,0,0,Adequate
AVP: Alien vs. Predator_2004,5.6,101,80,177427090,29,19,1,0,0,0,1,0,0,Adequate
Ying xiong_2002,7.9,120,53,177395557,85,21,1,0,1,0,0,0,0,Adequate
The 40 Year Old Virgin_2005,7.1,116,109,177378645,73,18,0,1,0,1,0,0,0,Adequate
The Butler_2013,7.2,132,116,177313795,65,10,0,0,1,0,0,0,0,Adequate
The Haunting_1999,5,113,91,177311151,42,24,0,0,0,0,1,0,0,Satisfactory
The Descendants_2011,7.3,115,82,177243185,84,12,0,1,1,0,0,0,0,Adequate
The A-Team_2010,6.7,117,77,177238796,47,13,1,0,0,0,0,0,0,Adequate
Tootsie_1982,7.4,116,177,177200271,88,41,0,1,1,1,0,0,0,Adequate
In the Line of Fire_1993,7.2,128,102,176997168,74,30,1,0,1,0,0,0,0,Adequate
Analyze This_1999,6.7,103,106,176885658,61,24,0,1,0,0,0,0,0,Adequate
The Hitman's Bodyguard_2017,6.9,118,75,176600207,47,6,1,1,0,0,0,0,0,Adequate
